# t x y
0.00000000e+00 5.00000000e-01 0.00000000e+00
0.00000000e+00 -5.00000000e-01 0.00000000e+00
0.00000000e+00 2.96542984e-01 -3.16565212e-01
0.00000000e+00 -5.41672425e-02 -4.00025079e-01
0.00000000e+00 -3.57133186e-01 1.50888473e-01
0.00000000e+00 4.38552714e-01 -4.99221235e-01
0.00000000e+00 1.11653162e-01 -4.92933691e-01
0.00000000e+00 -1.00139022e-01 -4.53334332e-01
0.00000000e+00 -4.09393564e-01 1.18386015e-01
0.00000000e+00 -3.32371014e-02 3.59940403e-01
0.00000000e+00 -4.86735042e-01 4.42201754e-01
0.00000000e+00 -4.84033743e-01 -2.69106179e-01
0.00000000e+00 1.09996657e-01 3.33194913e-01
0.00000000e+00 -3.17763913e-01 2.55361409e-01
0.00000000e+00 6.77003273e-02 -4.68686708e-01
0.00000000e+00 -1.04849768e-01 4.26658862e-01
0.00000000e+00 7.04439760e-02 2.08342660e-02
0.00000000e+00 2.47320111e-01 3.96921295e-02
0.00000000e+00 1.07034250e-01 -2.24000816e-01
0.00000000e+00 -4.84363595e-01 -7.65985230e-02
0.00000000e+00 -4.85920176e-01 -3.01157597e-01
0.00000000e+00 1.05959980e-01 4.26300878e-01
0.00000000e+00 3.50038575e-01 -5.05493256e-02
0.00000000e+00 1.68841257e-01 1.65922352e-01
0.00000000e+00 6.12434230e-02 -1.17073126e-01
0.00000000e+00 2.21729518e-01 -2.64015081e-01
0.00000000e+00 2.10662890e-01 -3.89109173e-01
0.00000000e+00 3.95763598e-01 -2.46297753e-02
0.00000000e+00 -3.60668546e-01 1.04417378e-01
0.00000000e+00 4.42853573e-01 9.88654657e-02
0.00000000e+00 1.24354044e-01 -2.04366312e-01
0.00000000e+00 -2.81559561e-01 -8.34900543e-02
0.00000000e+00 -3.77912047e-01 -1.43702158e-01
0.00000000e+00 1.47690123e-01 -4.99479623e-01
0.00000000e+00 -3.35344149e-01 3.40894224e-02
0.00000000e+00 -2.30587667e-01 -2.55874479e-01
0.00000000e+00 5.81020023e-02 -9.61638271e-02
0.00000000e+00 -2.53123936e-01 1.96304271e-01
0.00000000e+00 4.97740490e-01 -2.33218984e-01
0.00000000e+00 -4.66949264e-01 -1.54928751e-01
0.00000000e+00 3.09345844e-02 -5.22168368e-02
